epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,26975.2,0.85323,0.56668,1.03834,0.71858,0.53875,0.58441,0.36691,0.98621,0.65178,1.10368,0.000164982,0.000164982,0.000164982
35,30308.2,0.84464,0.56065,1.03558,0.69213,0.5379,0.58165,0.36838,0.99212,0.65703,1.10405,0.000155557,0.000155557,0.000155557
36,33235.6,0.84191,0.55319,1.0319,0.68037,0.54336,0.57052,0.35929,0.98682,0.65164,1.10443,0.000146132,0.000146132,0.000146132
37,36553.5,0.83512,0.54476,1.02797,0.7208,0.53926,0.58646,0.37185,0.98814,0.65165,1.10129,0.000136707,0.000136707,0.000136707
38,39754,0.86594,0.56931,1.04294,0.69398,0.54783,0.58073,0.36946,0.98433,0.64395,1.09791,0.000127282,0.000127282,0.000127282
39,43658.2,0.8593,0.56516,1.03905,0.75002,0.52275,0.5891,0.37537,0.97894,0.63451,1.09292,0.000117858,0.000117858,0.000117858
40,49466.2,0.85173,0.56044,1.03654,0.67284,0.55157,0.58794,0.37429,0.97888,0.63572,1.09751,0.000108433,0.000108433,0.000108433
41,53721.8,0.83733,0.51067,1.01418,0.71244,0.52934,0.57771,0.36804,0.98024,0.64052,1.0977,9.9008e-05,9.9008e-05,9.9008e-05
42,4448.64,0.81621,0.53136,1.01537,0.71761,0.53967,0.59076,0.37516,0.97414,0.63011,1.09477,8.95832e-05,8.95832e-05,8.95832e-05
43,7771.38,0.79596,0.51023,1.00983,0.71718,0.54546,0.5906,0.37235,0.98004,0.63302,1.09807,8.01584e-05,8.01584e-05,8.01584e-05
44,11915.9,0.78958,0.50253,1.00323,0.72522,0.54552,0.5908,0.37856,0.97687,0.63152,1.09666,7.07336e-05,7.07336e-05,7.07336e-05
45,15562.2,0.78341,0.49653,1.00331,0.70481,0.54953,0.58986,0.38002,0.97269,0.6358,1.09606,6.13088e-05,6.13088e-05,6.13088e-05
46,19121.3,0.77155,0.48858,0.9984,0.74718,0.53837,0.5981,0.38489,0.97337,0.63106,1.09862,5.1884e-05,5.1884e-05,5.1884e-05
47,22897.7,0.77126,0.48298,0.99624,0.7333,0.53387,0.5943,0.38356,0.97343,0.63004,1.09789,4.24592e-05,4.24592e-05,4.24592e-05
48,26759.5,0.76367,0.47845,0.99354,0.7214,0.55435,0.59773,0.38308,0.97238,0.62474,1.09814,3.30344e-05,3.30344e-05,3.30344e-05
49,30416.8,0.75583,0.47533,0.99119,0.73042,0.54708,0.5945,0.3811,0.97318,0.627,1.09821,2.36096e-05,2.36096e-05,2.36096e-05
50,34718.4,0.75405,0.47016,0.98832,0.75047,0.53927,0.59641,0.38209,0.97143,0.62636,1.09767,1.41848e-05,1.41848e-05,1.41848e-05
